id,author,created_at,last_modified,downloads,likes,tags,description,url,languages,tasks,size_categories
clapAI/MultiLingualSentiment,clapAI,2024-12-27 15:30:01+00:00,2024-12-27 16:31:31+00:00,292,12,"['task_categories:text-classification', 'language:ar', 'language:de', 'language:en', 'language:es', 'language:fr', 'language:hi', 'language:id', 'language:it', 'language:ko', 'language:ms', 'language:pt', 'language:ru', 'language:tr', 'language:vi', 'language:zh', 'language:ja', 'license:apache-2.0', 'size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'sentiment', 'multilingual', 'emotion', 'review', 'classification']","
	
		
		Overview
	

MultilingualSentiment is a sentiment classification dataset that encompasses three sentiment labels: Positive, Neutral, Negative
The dataset spans multiple languages and covers a wide range of domains, making it ideal for multilingual sentiment analysis tasks.

	
		
		Dataset Information
	

The dataset was meticulously collected and aggregated from various sources, including Hugging Face and Kaggle. These sources provide diverse languages and domains to ensure a… See the full description on the dataset page: https://huggingface.co/datasets/clapAI/MultiLingualSentiment.",https://huggingface.co/datasets/clapAI/MultiLingualSentiment,"['ar', 'de', 'en', 'es', 'fr', 'hi', 'id', 'it', 'ko', 'ms', 'pt', 'ru', 'tr', 'vi', 'zh', 'ja']",['text-classification'],['1M<n<10M']
U23-lab/everyday_conversations_ja,U23-lab,2024-12-28 12:06:29+00:00,2024-12-28 12:26:01+00:00,11,2,"['language:ja', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:csv', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		データセットについて
	

このデータセットは、 HuggingFaceTB/everyday-conversations-llama3.1-2k を機械翻訳で日本語化したものになります。
具体的には、everyday-conversations-llama3.1-2kをトピックごとの対話のペアに変更してDeepLで翻訳したものとなります。

	
		
		詳細
	


topic: everyday-conversations-llama3.1-2kのtopic
user: 各トピックごとのユーザーからの発話
assistant: 各トピックごとのユーザーへの返答
assistantの返答がない場合はNone


	
		
		注意事項
	


人手で若干修正をしましたが、日本語が変な箇所がいくつか散見されます。
ライセンス：apache 2.0

",https://huggingface.co/datasets/U23-lab/everyday_conversations_ja,['ja'],[],['1K<n<10K']
trojblue/sakugabooru2025,trojblue,2024-12-29 13:51:08+00:00,2025-03-31 23:32:08+00:00,68,3,"['task_categories:text-to-image', 'task_categories:text-to-video', 'language:en', 'language:ja', 'license:mit', 'size_categories:100K<n<1M', 'modality:image', 'modality:video', 'library:webdataset', 'region:us', 'animation', 'image', 'video', 'webdataset']","

	
		
		Sakugabooru2025: Curated Animation Clips from Enthusiasts
	

Sakugabooru.com is a booru-style imageboard dedicated to collecting and sharing noteworthy animation clips, emphasizing Japanese anime but open to creators worldwide. Over the years, it has amassed more than 240,000 animation clips, alongside informative blog posts for anime fans everywhere.
With the growing interest in generative video models and AI animations, the scarcity of proper animation-related video datasets has… See the full description on the dataset page: https://huggingface.co/datasets/trojblue/sakugabooru2025.",https://huggingface.co/datasets/trojblue/sakugabooru2025,"['en', 'ja']","['text-to-image', 'text-to-video']",['100K<n<1M']
blastai/Open_o1_sft_Pro_translated_jp,blastai,2024-12-29 16:29:37+00:00,2024-12-30 18:43:22+00:00,12,9,"['task_categories:text-generation', 'language:ja', 'license:unknown', 'size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		概要
	

このデータセットはOpen_o1_sft_ProデータセットをQwen社のQwen2.5-14B-Instructを用いて日本語に翻訳したものになります。

	
		
		テンプレート
	

テンプレートは以下です。
{""conversations"": [{""role"": ""user"", ""content"": ""入力""}, {""role"": ""assistant"", ""thought"": ""思考"", 
""content"": ""出力""}, ...], 
""id"": id(整数), 
""dataset"": ""元データセットの名前""}


	
		
	
	
		ライセンス
	

ライセンスは元データセットに準じます。

	
		
	
	
		謝辞
	

データセットの製作者様,Qwenの開発者様,計算資源を貸してくださったVolt mindの皆様に感謝します。
",https://huggingface.co/datasets/blastai/Open_o1_sft_Pro_translated_jp,['ja'],['text-generation'],['10K<n<100K']
deepghs/e6ai_full,deepghs,2024-12-31 11:21:52+00:00,2025-09-08 17:27:29+00:00,93,2,"['task_categories:image-classification', 'task_categories:zero-shot-image-classification', 'task_categories:text-to-image', 'annotations_creators:no-annotation', 'source_datasets:e6ai', 'language:en', 'language:ja', 'license:other', 'size_categories:100K<n<1M', 'region:us', 'art', 'anime', 'not-for-all-audiences']","
	
		
		E6ai Dataset Newest Archive
	

This is the newest dataset of e6ai.net. And the newest data are up-to-date-ly maintained here, to make sure you can get all the newest data from huggingface instead of e6ai site.
All the file types we kept in this dataset: gif, jpg, png, webm

	
		
		Information
	


	
		
		Data
	

There are 110875 records in total. The ID range of these data is 3-126075. Last updated at 2025-09-09 01:08:59 JST.
These are the information of recent 50 records:

	
		
id… See the full description on the dataset page: https://huggingface.co/datasets/deepghs/e6ai_full.",https://huggingface.co/datasets/deepghs/e6ai_full,"['en', 'ja']","['image-classification', 'zero-shot-image-classification', 'text-to-image']",['100K<n<1M']
Egor-AI/CoT-XLang,Egor-AI,2024-12-31 14:21:09+00:00,2025-01-12 16:07:55+00:00,107,6,"['task_categories:text-generation', 'task_categories:question-answering', 'language:ru', 'language:en', 'language:ja', 'language:ko', 'language:id', 'language:vi', 'language:zh', 'language:it', 'language:es', 'language:th', 'license:mit', 'size_categories:1M<n<10M', 'format:json', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'region:us', 'cot', 'o1']","RU:CoT-XLang — это многоязычный датасет, состоящий из текстовых примеров с пошаговыми рассуждениями (Chain-of-Thought, CoT) на различных языках, включая английский, русский, японский и другие. Он используется для обучения и тестирования моделей в задачах, требующих пояснений решений через несколько шагов. Датасет включает около 2,419,912 примеров, что позволяет эффективно обучать модели, способные генерировать пошаговые рассуждения.
Рекомендация:Используйте датасет для обучения моделей… See the full description on the dataset page: https://huggingface.co/datasets/Egor-AI/CoT-XLang.",https://huggingface.co/datasets/Egor-AI/CoT-XLang,"['ru', 'en', 'ja', 'ko', 'id', 'vi', 'zh', 'it', 'es', 'th']","['text-generation', 'question-answering']",['1M<n<10M']
Chattso-GPT/Japanese-patent-evaluation-dataset-01,Chattso-GPT,2025-01-01 14:38:29+00:00,2025-01-01 15:16:47+00:00,25,0,"['language:ja', 'license:apache-2.0', 'size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'legal']","
	
		
		試験的なデータセットとなります
	


	
		
		評価用データセットの作成方法
	


ChatGPT-4oで弁理士紹介を含む5つの観点から50のクエリを生成
ChatGPT-4oでクエリに対する回答と評価ポイントを生成※弁理士を直接紹介する10問は除く
除外した10問に関しては、開放特許情報データベース及びj-platpatの公開データより回答を手動作成

",https://huggingface.co/datasets/Chattso-GPT/Japanese-patent-evaluation-dataset-01,['ja'],[],['n<1K']
6DammK9/e621_2024-latents-sdxl-1ktar,6DammK9,2025-01-01 15:51:57+00:00,2025-02-27 15:39:03+00:00,6,1,"['task_categories:image-classification', 'task_categories:zero-shot-image-classification', 'task_categories:text-to-image', 'annotations_creators:no-annotation', 'source_datasets:danbooru', 'language:en', 'language:ja', 'license:mit', 'size_categories:1M<n<10M', 'format:webdataset', 'modality:text', 'library:datasets', 'library:webdataset', 'library:mlcroissant', 'region:us', 'art', 'anime', 'not-for-all-audiences']","
	
		
		E621 2024 SDXL VAE latents in 1k tar
	


Dedicated dataset to align both NebulaeWis/e621-2024-webp-4Mpixel and deepghs/e621_newest-webp-4Mpixel. ""4MP-Focus"" for average raw image resolution. 
Latents are ARB with maximum size of 1024x1024 as the recommended setting in kohyas. Major reason is to make sure I can finetune with RTX 3090. VRAM usage will raise drastically after 1024.
Generated from prepare_buckets_latents_v2.py, modified from prepare_buckets_latents.py.
Used for… See the full description on the dataset page: https://huggingface.co/datasets/6DammK9/e621_2024-latents-sdxl-1ktar.",https://huggingface.co/datasets/6DammK9/e621_2024-latents-sdxl-1ktar,"['en', 'ja']","['image-classification', 'zero-shot-image-classification', 'text-to-image']",['1M<n<10M']
Aihometr/anime-your-name,Aihometr,2025-01-01 18:07:19+00:00,2025-01-01 20:29:41+00:00,13,1,"['task_categories:text-generation', 'task_categories:question-answering', 'language:tr', 'language:ja', 'license:openrail', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'text', 'moive', 'anime', 'japanese', 'Alpaca', 'alpaca']","This dataset was created using AI Gemini 2.0 Flash Experimental from the original subtitle format. There may be errors in Turkish and Japanese. Please use this for chatbot training, not for translation AI.
",https://huggingface.co/datasets/Aihometr/anime-your-name,"['tr', 'ja']","['text-generation', 'question-answering']",['1K<n<10K']
Moleys/Filtered-Japanese-English-Parallel-Corpus,Moleys,2025-01-02 13:50:11+00:00,2025-03-03 08:56:51+00:00,39,2,"['task_categories:translation', 'language:ja', 'language:en', 'size_categories:10M<n<100M', 'format:text', 'modality:text', 'library:datasets', 'library:mlcroissant', 'region:us']","def prompt(japanese, english):
    system_prompt = cleandoc(""""""<s>[INST]Your role is to evaluate the accuracy of the provided Japanese to English translation.
    - Translations with parts missing should be rejected.
    - Incomplete translations should be rejected.
    - Inaccurate translations should be rejected.
    - Poor grammar should be rejected.
    - Any kind of mistake should be rejected.
    - Bad spelling should be rejected.
    - Low quality english should be rejected.
    - Low… See the full description on the dataset page: https://huggingface.co/datasets/Moleys/Filtered-Japanese-English-Parallel-Corpus.",https://huggingface.co/datasets/Moleys/Filtered-Japanese-English-Parallel-Corpus,"['ja', 'en']",['translation'],['10M<n<100M']
letxbe/BoundingDocs,letxbe,2025-01-03 09:04:39+00:00,2025-06-20 09:39:40+00:00,296,17,"['task_categories:question-answering', 'task_categories:visual-question-answering', 'language:en', 'language:it', 'language:es', 'language:fr', 'language:de', 'language:pt', 'language:ja', 'language:zh', 'license:cc-by-4.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:image', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2501.03403', 'region:us']","

BoundingDocs

🔍 The largest spatially-annotated dataset for Document Question Answering






	
		
	
	
		Dataset Description
	

BoundingDocs is a unified dataset for Document Question Answering (QA) that includes spatial annotations. It consolidates multiple public datasets from Document AI and Visually Rich Document Understanding (VRDU) domains. The dataset reformulates Information Extraction (IE) tasks into QA tasks, making it a valuable resource for training and evaluating Large Language… See the full description on the dataset page: https://huggingface.co/datasets/letxbe/BoundingDocs.",https://huggingface.co/datasets/letxbe/BoundingDocs,"['en', 'it', 'es', 'fr', 'de', 'pt', 'ja', 'zh']","['question-answering', 'visual-question-answering']",['10K<n<100K']
Inoichan/NuminaMath-CoT-JA-100K,Inoichan,2025-01-05 05:30:50+00:00,2025-01-05 17:22:46+00:00,13,1,"['task_categories:text-generation', 'language:en', 'language:ja', 'license:gemma', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'math']","
	
		
		Dataset Card for NuminaMath CoT (Japanese 100k Subset)
	



	
		
		Dataset Summary
	

This dataset is a Japanese-translated subset of the NuminaMath CoT dataset, containing the first 100k samples from the original dataset. The translation was performed using the language model google/gemma-2-27b-it. The original NuminaMath CoT dataset contains approximately 860k math problems, each provided with a Chain of Thought (CoT) solution. This Japanese subset retains both the problem and the… See the full description on the dataset page: https://huggingface.co/datasets/Inoichan/NuminaMath-CoT-JA-100K.",https://huggingface.co/datasets/Inoichan/NuminaMath-CoT-JA-100K,"['en', 'ja']",['text-generation'],['100K<n<1M']
Inoichan/NuminaMath-Enhanced-CoT-JA-50K,Inoichan,2025-01-05 15:26:36+00:00,2025-01-13 14:53:42+00:00,15,1,"['task_categories:text-generation', 'language:en', 'language:ja', 'license:gemma', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'math']","
	
		
		NuminaMath Enhanced CoT Dataset (Japanese 50k Subset)
	

This repository provides a reasoning-enhanced Japanese math dataset derived from the NuminaMath CoT dataset. The goal is to reinforce the reasoning process in Japanese by prompting a large language model to repeatedly reconsider its steps before arriving at a final answer. This new dataset is not meant to replace the original NuminaMath CoT dataset, but rather to serve as a complementary resource that focuses on multistep… See the full description on the dataset page: https://huggingface.co/datasets/Inoichan/NuminaMath-Enhanced-CoT-JA-50K.",https://huggingface.co/datasets/Inoichan/NuminaMath-Enhanced-CoT-JA-50K,"['en', 'ja']",['text-generation'],['10K<n<100K']
OzoneAsai/GloSocTes1Audio,OzoneAsai,2025-01-08 05:17:07+00:00,2025-01-08 12:56:42+00:00,8,0,"['task_categories:text-to-speech', 'task_categories:audio-to-audio', 'language:ja', 'region:us']",,https://huggingface.co/datasets/OzoneAsai/GloSocTes1Audio,['ja'],"['text-to-speech', 'audio-to-audio']",[]
supercatdoing/booru_artists_merged,supercatdoing,2025-01-09 06:43:44+00:00,2025-01-09 07:18:25+00:00,16,0,"['language:en', 'language:ja', 'license:cc0-1.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'art']","
	
		
		booru_artists_merged
	


	
		
		About
	

This data set is a parquet file containing artist lists extracted from danbooru (2024/12/1x version)  
Excluding those with a post_count of 0  
Please use this as a reference when processing data locally, such as creating CSV files.Example of processing to create CSV and translation for tag completion of A1111
This file was created based on the danbooru API.  

	
		
	
	
		Field Name Description
	

The field names are as you see, but some… See the full description on the dataset page: https://huggingface.co/datasets/supercatdoing/booru_artists_merged.",https://huggingface.co/datasets/supercatdoing/booru_artists_merged,"['en', 'ja']",[],['100K<n<1M']
Inoichan/OpenO1-SFT-JA,Inoichan,2025-01-09 16:34:15+00:00,2025-01-09 16:53:56+00:00,16,3,"['task_categories:text-generation', 'language:en', 'language:zh', 'language:ja', 'license:gemma', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for OpenO1-SFT (Japanese Translation)
	



	
		
		Dataset Summary
	

This dataset is a Japanese-translated version of the OpenO1-SFT dataset, containing Chain of Thought (CoT) reasoning examples designed for fine-tuning language models. The translation was performed using the language model google/gemma-2-27b-it. The original OpenO1-SFT dataset contains 77,685 samples with detailed reasoning processes.
Key details:

Source data: Chain of Thought reasoning examples from the… See the full description on the dataset page: https://huggingface.co/datasets/Inoichan/OpenO1-SFT-JA.",https://huggingface.co/datasets/Inoichan/OpenO1-SFT-JA,"['en', 'zh', 'ja']",['text-generation'],['10K<n<100K']
Sakalti/Saka-Alpaca-v1,Sakalti,2025-01-10 00:03:30+00:00,2025-02-02 05:25:24+00:00,91,0,"['task_categories:text-generation', 'language:sv', 'language:no', 'language:fi', 'language:de', 'language:fr', 'language:it', 'language:es', 'language:en', 'language:ru', 'language:uk', 'language:tr', 'language:fa', 'language:kk', 'language:zh', 'language:ja', 'language:ar', 'language:ta', 'language:hi', 'language:bn', 'language:ml', 'language:sa', 'language:id', 'language:vi', 'license:apache-2.0', 'size_categories:n<1K', 'format:csv', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","https://chatgpt.com
",https://huggingface.co/datasets/Sakalti/Saka-Alpaca-v1,"['sv', 'no', 'fi', 'de', 'fr', 'it', 'es', 'en', 'ru', 'uk', 'tr', 'fa', 'kk', 'zh', 'ja', 'ar', 'ta', 'hi', 'bn', 'ml', 'sa', 'id', 'vi']",['text-generation'],['n<1K']
agentlans/Aratako-Japanese-Roleplay,agentlans,2025-01-10 15:34:48+00:00,2025-01-10 15:44:55+00:00,12,0,"['task_categories:text-generation', 'task_categories:text2text-generation', 'language:ja', 'size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'not-for-all-audiences', 'roleplay']","A collection of many Japanese roleplaying datasets reformatted the same way.
Each row contains a conversation as well as the source dataset, its dataset config, and split.
Example:
{
  ""conversations"": [
    {
      ""from"": ""system"",
      ""value"": ""次に示す世界観やキャラクター設定を参照し、それを元にロールプレイのような対話をしてください。...""
    },
    {
      ""from"": ""human"",
      ""value"": ""勇人「や、やめてください...魔族の女王...」（顔を赤らめながら、必死に目をそらす）""
    },
    {
      ""from"": ""gpt"",
      ""value"": ""リリス「ふふ、そんなに抵抗しても無駄よ。あなたの体は正直ね」...""
    },
  ...… See the full description on the dataset page: https://huggingface.co/datasets/agentlans/Aratako-Japanese-Roleplay.",https://huggingface.co/datasets/agentlans/Aratako-Japanese-Roleplay,['ja'],"['text-generation', 'text2text-generation']",['10K<n<100K']
Inoichan/KUM-Bench,Inoichan,2025-01-13 07:18:11+00:00,2025-01-13 14:40:24+00:00,16,1,"['task_categories:text-generation', 'language:ja', 'license:other', 'size_categories:n<1K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'math']","
	
		
		KUM-Bench: A Benchmark for Advanced Japanese Reasoning Capabilities
	



KUM-Bench (Kyoto University Math Entrance Exam Benchmark) is designed to evaluate advanced Japanese reasoning capabilities by leveraging mathematics entrance exam questions from Kyoto University—one of the most prestigious universities in Japan. These problems require a high level of problem-solving skills and serve as an excellent resource for testing Large Language Models (LLMs) in Japanese reasoning tasks.… See the full description on the dataset page: https://huggingface.co/datasets/Inoichan/KUM-Bench.",https://huggingface.co/datasets/Inoichan/KUM-Bench,['ja'],['text-generation'],['n<1K']
Miwa-Keita/zenz-v2.5-dataset,Miwa-Keita,2025-01-13 09:57:07+00:00,2025-01-17 06:45:33+00:00,66,11,"['language:ja', 'size_categories:100M<n<1B', 'format:json', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'region:us', 'ime', 'japanese input', 'kana-kanji conversion']","
	
		
		zenz-v2.5-dataset
	

zenz-v2.5-datasetはかな漢字変換タスクに特化した条件付き言語モデル「zenz-v2.5」シリーズの学習を目的として構築したデータセットです。
約190Mペアの「左文脈-入力-変換結果」を含み、かな漢字変換モデルの学習において十分な性能を実現できる規模になっています。
本データセットで学習したzenz-v2.5は公開しています。

zenz-v2.5-medium: 310Mの大規模モデル
zenz-v2.5-small: 91Mの中規模モデル
zenz-v2.5-xsmall: 26Mの小規模モデル

また、かな漢字変換の評価ベンチマークとしてAJIMEE-Bench（味見ベンチ）も公開しています。

	
		
	
	
		形式
	

本データセットはJSONL形式になっており、以下の3つのデータを含みます。

""input"": str, 入力のカタカナ文字列（記号、数字、空白などが含まれることがあります）
""output"": str, 出力の漢字交じり文
""left_context"":… See the full description on the dataset page: https://huggingface.co/datasets/Miwa-Keita/zenz-v2.5-dataset.",https://huggingface.co/datasets/Miwa-Keita/zenz-v2.5-dataset,['ja'],[],['100M<n<1B']
pokutuna/tasks-ime-and-kakko-jp,pokutuna,2025-01-13 14:34:01+00:00,2025-01-13 14:40:46+00:00,8,0,"['task_categories:fill-mask', 'language:ja', 'license:mit', 'size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		ime-and-kakko
	

elyza/ELYZA-tasks-100 中の

IME のように変換候補を提示するタスク
カッコの対応関係を整えるタスク

のバリエーションを手で作成したもの
東京大学松尾・岩澤研究室（松尾研）大規模言語モデル Deep Learning 応用講座 2024 で開催されたコンペティションにおいて、 @pokutuna が作成したモデルの苦手問題を克服するために作成しました。
",https://huggingface.co/datasets/pokutuna/tasks-ime-and-kakko-jp,['ja'],['fill-mask'],['n<1K']
nlp-waseda/e_gov_chunked,nlp-waseda,2025-01-14 03:07:50+00:00,2025-01-14 05:27:34+00:00,23,0,"['language:ja', 'license:cc-by-4.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'legal']","
	
		
		Abstract
	

This is the Japapnese law dataset obtained from e-Gov (Date of download: Oct. 20th, 2024)
Each piece of text data is chunked into fewer than 4,096 tokens.
Not chunked version is available HERE

	
		
		Data Format
	

Each data is consist of 2 fields, ""text"" and ""metadata"".

""text"" fields contains the legal texts, which are expected to be mainly used.
""metadata"" fields contains additional information including 10 subfields below:
""Era"": The Japanese Era when the law is… See the full description on the dataset page: https://huggingface.co/datasets/nlp-waseda/e_gov_chunked.",https://huggingface.co/datasets/nlp-waseda/e_gov_chunked,['ja'],[],['100K<n<1M']
nlp-waseda/e_gov,nlp-waseda,2025-01-14 03:51:08+00:00,2025-01-14 05:26:21+00:00,19,0,"['language:ja', 'license:cc-by-4.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'legal']","
	
		
		Abstract
	

This is the Japapnese law dataset obtained from e-Gov (Date of download: Oct. 20th, 2024)

	
		
		Data Format
	

Each data is consist of 2 fields, ""text"" and ""metadata"".

""text"" fields contains the legal texts, which are expected to be mainly used.
""metadata"" fields contains additional information including 9 subfields below:
""Era"": The Japanese Era when the law is promulgated such as ""Showa"".
""Lang"": The language the text is written in. All of them are Japanese.
""LawType"":… See the full description on the dataset page: https://huggingface.co/datasets/nlp-waseda/e_gov.",https://huggingface.co/datasets/nlp-waseda/e_gov,['ja'],[],['10K<n<100K']
davanstrien/fineweb-c-jpn-preview,davanstrien,2025-01-14 13:25:23+00:00,2025-01-14 13:51:00+00:00,8,0,"['language:ja', 'size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",,https://huggingface.co/datasets/davanstrien/fineweb-c-jpn-preview,['ja'],[],['n<1K']
nu-dialogue/multi-relational-multi-party-chat-corpus,nu-dialogue,2025-01-15 05:42:29+00:00,2025-08-20 05:37:42+00:00,12,1,"['task_categories:text-generation', 'task_categories:text-classification', 'task_ids:dialogue-modeling', 'task_ids:dialogue-generation', 'language_creators:crowdsourced', 'multilinguality:monolingual', 'source_datasets:original', 'language:ja', 'license:cc-by-sa-4.0', 'size_categories:n<1K', 'region:us', 'nlp', 'japanese', 'dialogue', 'dialogue-corpus', 'dialogue-system']",Multi-Relational Multi-Party Chat Corpus (MRMP): Japanese text-based chats comprising first-time-meeting dialogues and family-included dialogues,https://huggingface.co/datasets/nu-dialogue/multi-relational-multi-party-chat-corpus,['ja'],"['text-generation', 'text-classification']",['n<1K']
DancingPrismPJ/Wikipedia-Horse-Dataset,DancingPrismPJ,2025-01-16 04:41:42+00:00,2025-01-20 03:25:50+00:00,8,0,"['task_categories:token-classification', 'language:ja', 'license:cc-by-sa-3.0', 'size_categories:n<1K', 'region:us']","#Dataset Card for DancingPrismPJ/wikipedia-horse-dataset
Wikipediaの「Category:日本調教の競走馬」内の記事に固有表現ラベルを付与したデータセットです。 固有表現ラベルは書籍「大規模言語モデル入門」でも使用される、ストックマーク株式会社作成の『Wikipediaを用いた日本語の固有表現抽出データセット』のラベリングに対応しており、独自に競走馬名を追加して全部で9種類のラベル(人名、法人名、地名、製品名、政治的組織名、施設名、その他の組織名、イベント名、競走馬名)としています。全データ数は600ですが、同一記事から最大3つまで文を束ねています。なお、このデータに負例はありません。 なお、Wikipedia記事収集に使用したDBpediaの仕様として、リンク切れ記事の部分の文字が消失するという事象があるため、一部の文章に変な部分があります。
##ikipediaデータセット内の競走馬の固有表現について
""curid"": ""3003495"",
        ""text"":… See the full description on the dataset page: https://huggingface.co/datasets/DancingPrismPJ/Wikipedia-Horse-Dataset.",https://huggingface.co/datasets/DancingPrismPJ/Wikipedia-Horse-Dataset,['ja'],['token-classification'],['n<1K']
6DammK9/danbooru2024-latents-sdxl-1ktar,6DammK9,2025-01-18 03:50:54+00:00,2025-02-27 15:38:12+00:00,7,7,"['task_categories:image-classification', 'task_categories:zero-shot-image-classification', 'task_categories:text-to-image', 'annotations_creators:no-annotation', 'source_datasets:danbooru', 'language:en', 'language:ja', 'license:mit', 'size_categories:1M<n<10M', 'format:webdataset', 'modality:text', 'library:datasets', 'library:webdataset', 'library:mlcroissant', 'region:us', 'art', 'anime', 'not-for-all-audiences']","
	
		
		Danbooru 2024 SDXL VAE latents in 1k tar
	


Dedicated dataset to align deepghs/danbooru2024-webp-4Mpixel. ""4MP-Focus"" for average raw image resolution. 
Latents are ARB with maximum size of 1024x1024 as the recommended setting in kohyas. Major reason is to make sure I can finetune with RTX 3090. VRAM usage will raise drastically after 1024.
Generated from prepare_buckets_latents_v2.py, modified from prepare_buckets_latents.py.
Used for kohya-ss/sd-scripts. In theory it may replace… See the full description on the dataset page: https://huggingface.co/datasets/6DammK9/danbooru2024-latents-sdxl-1ktar.",https://huggingface.co/datasets/6DammK9/danbooru2024-latents-sdxl-1ktar,"['en', 'ja']","['image-classification', 'zero-shot-image-classification', 'text-to-image']",['1M<n<10M']
Nightmare-hades/salt-alpaca-jp,Nightmare-hades,2025-01-18 04:45:26+00:00,2025-01-18 04:47:39+00:00,6,0,"['task_categories:question-answering', 'language:ja', 'size_categories:1K<n<10K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",,https://huggingface.co/datasets/Nightmare-hades/salt-alpaca-jp,['ja'],['question-answering'],['1K<n<10K']
baxin/nick_name_from_hiroiki-ariyoshi,baxin,2025-01-18 05:27:23+00:00,2025-01-18 05:30:53+00:00,14,0,"['task_categories:text-generation', 'language:ja', 'license:mit', 'size_categories:n<1K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'art']","
	
		
		data format
	

{
  ""name"": ""person_name"",
  ""nickname"": ""person_nickname""
}

",https://huggingface.co/datasets/baxin/nick_name_from_hiroiki-ariyoshi,['ja'],['text-generation'],['n<1K']
hotchpotch/sentence_transformer_japanese,hotchpotch,2025-01-19 08:23:23+00:00,2025-01-20 10:19:14+00:00,91,5,"['language:ja', 'license:unknown', 'size_categories:10M<n<100M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
日本語のデータセットを SentenceTransformes で学習しやすいカラム名と構造に変換したもの。
主に (anchor, positive), (anchor, positive, negative), (anchor, positive, negative_1, ..., negative_n) といった構造になっているため、とりわけ対照学習で使いやすくなっています。


以下のデータセットから作成
https://huggingface.co/datasets/hpprc/emb
https://huggingface.co/datasets/hotchpotch/hpprc_emb-scores のリランカースコアを用いて、positive(>=0.7) / negative(<=0.3) のフィルタリングを行った


https://huggingface.co/datasets/hpprc/llmjp-kaken
https://huggingface.co/datasets/hpprc/msmarco-ja… See the full description on the dataset page: https://huggingface.co/datasets/hotchpotch/sentence_transformer_japanese.",https://huggingface.co/datasets/hotchpotch/sentence_transformer_japanese,['ja'],[],['10M<n<100M']
